Número del Individuo,Nombre común,Tipo_Hoja,Material_2.5,Material_10,Diametro,BiomasaEstimada,Altura,Area,n_Individuos
4,Terminalia,Simple,0.012466666666666848,0.010666666666666602,99.7,15544.969655636756,5.890922190579032,382.9669760000001,
5,Terminalia,Simple,0.013466666666666738,0.01866666666666661,94.4,13946.941896724065,9.503248678973984,1697.801192204445,
6,Terminalia,Simple,0.01646666666666663,0.05166666666666675,84.3,11342.313342802825,6.10517149468766,687.0840021733333,
7,Terminalia,Simple,0.011466666666666736,0.035666666666666735,74.9,9357.212296618602,6.368136669271553,257.5121014622223,
8,Terminalia,Simple,0.012466666666666848,0.030666666666666842,49,5507.130347478886,7.001348300925303,746.1480417511111,
9,Terminalia,Simple,0.012466666666666626,0.01966666666666672,116,21700.916617357234,11.64667333084614,945.321120106667,
10,Terminalia,Simple,0.013466666666666738,0.024666666666666615,115 / 115,42522.54283539106,8.940948848051857,,
1,Totumo,Simple,0.025161290322580854,0.0349354838709679,42-32-39-17,16009.42775520738,5.349839111514215,1244.844320342223,
1,Tulipan,Paripinnada_tallo_hojas,0.061322580645161606,0.17287096774193533,125,26090.217384649604,10.650272340947563,8846.401877053335,
3,Tulipan,Paripinnada_tallo_hojas,0.04382258064516176,0.11493548387096797,102,16294.244389907928,14.399374122383579,4219.766757582223,
4,Tulipan,Paripinnada_tallo_hojas,0.05492258064516131,0.18087096774193578,121,24039.327342002427,14.546244020670725,5685.060529497778,
5,Tulipan,Paripinnada_tallo_hojas,0.05142258064516114,0.12243548387096781,189,96686.06386388336,13.133062295266162,7813.604802866667,
6,Tulipan,Paripinnada_tallo_hojas,0.08898387096774207,0.15453548387096783,47/88,17520.866423876723,11.220041246299441,4081.153701475557,
7,Tulipan,Paripinnada_tallo_hojas,0.03316129032258064,0.056135483870967784,186,90927.93755467159,17.06025824409521,4136.602192728889,
2,Tulipan,Paripinnada_tallo_hojas,0.07182258064516156,0.09693548387096795,79/124,35737.96803215872,16.67200337294842,8916.911556822222,
8,Tulipan,Paripinnada_tallo_hojas,0.060222580645161394,0.20277096774193537,95,14119.271832111552,16.8657746620857,5983.035202364445,
1,Urapan,Compuesta_imparipinnada,0.019161290322580737,0.021935483870967776,208,142643.49318789036,16.67200337294842,4610.837086551111,
2,Urapan,Compuesta_imparipinnada,0.030322580645161357,0.033935483870967786,287,718572.921479625,28.188330686364424,3896.361669626667,
1,Varasanta,Simple,0.06512258064516141,0.03213548387096776,57,6486.883952754216,,6365.841175102222,
2,Varasanta,Simple,0.22981290322580716,0.318177419354839,42,4772.032905010629,,1973.714905608889,
4,Varasanta,Simple,0.02416129032258063,0.034935483870967676,64.5,7563.145896277892,,2473.099283182223,
6,Varasanta,Simple,0.10416129032258081,0.042935483870967905,53,5976.965407026083,,2619.368381324444,
7,Varasanta,Simple,0.03132258064516147,0.0818709677419357,54,6100.558399096927,,2853.134006982223,
8,Varasanta,Simple,0.049161290322580764,0.02793548387096778,47,5286.249567845563,,2439.474834302222,
9,Varasanta,Simple,0.050161290322580654,0.06993548387096782,77,9768.166660048983,,2673.396230257778,
10,Varasanta,Simple,0.03616129032258064,0.04693548387096769,,0.0,,,
1,Velero,Paripinnada_tallo_hojas,0.034822580645161305,0.05893548387096792,157.5,50741.723245997164,,3043.365884582222,
2,Velero,Paripinnada_tallo_hojas,0.031522580645161224,0.10213548387096782,33/39/40/50/53,24635.65156654295,,2797.78085604,
3,Velero,Paripinnada_tallo_hojas,0.04732258064516148,0.07977096774193582,36.5,4263.9762134846205,6.255766747657922,,
8,Velero,Paripinnada_tallo_hojas,0.02216129032258074,0.0349354838709679,102,16294.244389907928,,,
10,Velero,Paripinnada_tallo_hojas,0.0834838709677419,0.0828709677419357,19/29/33,10606.70497207723,,3057.8,
1,Zapote,Simple_grande,0.039933333333333376,0.26866666666666683,93,13552.974037551576,,5405.535,
2,Zapote,Simple_grande,0.05193333333333339,0.5190000000000001,88,12234.61685603116,,4348.959,
3,Zapote,Simple_grande,0.05540000000000034,1.000333333333334,75,9376.383620367058,,5406.0,
