;Especie;Individuo;Hoja;Area(cm2,algoritmoFlorian);Biomasa(g)
543;Mango;4;3;118,903919897778;0,0
544;Mango;4;4;43,6913821511111;0,0
545;Mango;4;5;78,0080877111111;0,0
546;Mango;4;6;79,4169737822222;0,0
547;Mango;4;7;72,9091014933333;0,0
548;Mango;4;8;85,6136638977778;0,0
549;Mango;4;9;53,0088545555556;0,0
550;Mango;4;10;37,17863532;0,0
551;Mango;4;11;60,7104162133333;0,0
552;Mango;4;12;44,8834227777778;0,0
553;Mango;4;13;66,4467488266667;0,0
554;Mango;4;14;112,22364652;0,0
555;Mango;4;15;67,5293989911111;0,0
556;Mango;5;1;68,8590020666667;0,0
557;Mango;5;2;76,8493803511111;0,0
558;Mango;5;3;68,30696016;0,0
559;Mango;5;4;83,24047868;0,0
560;Mango;5;5;69,8225843688889;0,0
561;Mango;5;6;86,5031961688889;0,0
562;Mango;5;7;68,9268872355556;0,0
563;Mango;5;8;74,94114044;0,0
564;Mango;5;9;83,5879331822222;0,0
565;Mango;5;10;55,3839752533333;0,0
566;Mango;5;11;74,9845095288889;0,0
567;Mango;5;12;75,3113189111111;0,0
568;Mango;5;13;56,9782372977778;0,0
569;Mango;5;14;30,3421615377778;0,0
570;Mango;5;15;33,6571369866667;0,0
571;Mango;7;1;114,364574137778;0,0
572;Mango;7;2;81,0300171511111;0,0
573;Mango;7;3;92,91723352;0,0
574;Mango;7;4;50,7987514488889;0,0
575;Mango;7;5;58,1676972844445;0,0
576;Mango;7;6;44,8749640133333;0,0
577;Mango;7;7;73,5551217066667;0,0
578;Mango;7;8;87,1515102844445;0,0
579;Mango;7;9;104,154702084444;0,0
580;Mango;7;10;40,9108142355556;0,0
581;Mango;7;11;91,5699243866667;0,0
582;Mango;7;12;87,9376735866667;0,0
583;Mango;7;13;45,6568979333333;0,0
584;Mango;7;14;46,7087954711111;0,0
585;Mango;7;15;33,6382839777778;0,0
586;Mango;Lado Dogger;1;54,6125789466667;0,0
587;Mango;Lado Dogger;2;56,4066255377778;0,0
588;Mango;Lado Dogger;3;104,329755497778;0,0
589;Mango;Lado Dogger;4;52,6408983022222;0,0
590;Mango;Lado Dogger;5;43,0530321733333;0,0
591;Mango;Lado Dogger;6;74,75210856;0,0
592;Mango;Lado Dogger;7;74,8818574044445;0,0
593;Mango;Lado Dogger;8;105,303947097778;0,0
594;Mango;Lado Dogger;9;50,7380347244444;0,0
595;Mango;Lado Dogger;10;50,3939493911111;0,0
596;Mango;Lado Dogger;11;47,7105138977778;0,0
597;Mango;Lado Dogger;12;56,5667685866667;0,0
598;Mango;Lado Dogger;13;33,5098971377778;0,0
599;Mango;Lado Dogger;14;17,2506465022222;0,0
600;Mango;Lado Dogger;15;27,4989414177778;0,0
601;Mango;Gimnasio;1;41,1798459555556;0,0
602;Mango;Gimnasio;2;58,1982348577778;0,0
603;Mango;Gimnasio;3;49,7442732711111;0,0
604;Mango;Gimnasio;4;98,9942106133333;0,0
605;Mango;Gimnasio;5;87,4968859377778;0,0
606;Mango;Gimnasio;6;60,07923468;0,0
607;Mango;Gimnasio;7;107,41526904;0,0
608;Mango;Gimnasio;8;60,5623161511111;0,0
609;Mango;Gimnasio;9;84,8442747555556;0,0
610;Mango;Gimnasio;10;40,8609218622222;0,0
611;Mango;Gimnasio;11;35,02186544;0,0
612;Mango;Gimnasio;12;61,0833186933333;0,0
613;Mango;Gimnasio;13;59,6909200444444;0,0
614;Mango;Gimnasio;14;58,7702767244445;0,0
615;Mango;Gimnasio;15;25,4858271644444;0,0
616;Gualanday;Nuevo;1;169,357940853333;2,0107
617;Gualanday;Nuevo;2;262,685496133333;2,9940999999999995
618;Gualanday;Nuevo;3;139,08552828;1,5566
619;Gualanday;Nuevo;4;275,95364164;3,399
620;Gualanday;Nuevo;5;309,403395528889;3,5371
621;Gualanday;Nuevo;6;198,444836084444;1,9931999999999999
622;Gualanday;Nuevo;7;307,367915728889;3,1341
623;Gualanday;Nuevo;8;158,896384715556;1,6209
624;Gualanday;Nuevo;9;150,926508182222;1,6978999999999997
625;Gualanday;Nuevo;10;206,066254533333;2,1055
626;Gualanday;Nuevo;11;214,30215204;2,2927999999999997
627;Gualanday;Nuevo;12;179,9237261733333;1,9505
628;Gualanday;Nuevo;13;337,061404728889;3,0271
629;Gualanday;Nuevo;14;333,542630404444;3,5081999999999995
630;Gualanday;Nuevo;15;366,347511031112;4,3714
631;Gualanday;Nuevo 2;1;153,841269377778;0,0
632;Gualanday;Nuevo 2;2;152,864138715556;0,0
633;Gualanday;Nuevo 2;3;225,3627750800003;0,0
634;Gualanday;Nuevo 2;4;145,607737457778;0,0
635;Gualanday;Nuevo 2;5;356,751616244444;0,0
636;Gualanday;Nuevo 2;6;160,388353057778;0,0
637;Gualanday;Nuevo 2;7;34,3073865822222;0,0
638;Gualanday;Nuevo 2;8;77,8647905066667;0,0
639;Gualanday;Nuevo 2;9;187,9387639066666;0,0
640;Gualanday;Nuevo 2;10;163,9119302399999;0,0
641;Gualanday;Nuevo 2;11;452,683539075555;0,0
642;Gualanday;Nuevo 2;12;148,3850078888889;0,0
643;Gualanday;Nuevo 2;13;210,21785913333292;0,0
644;Gualanday;Nuevo 2;14;184,1792732177778;0,0
645;Gualanday;Nuevo 2;15;143,858565328889;0,0
646;Gualanday;Nuevo 3;1;118,59137572;0,0
647;Gualanday;Nuevo 3;2;260,617041488889;0,0
648;Gualanday;Nuevo 3;3;172,1337775955556;0,0
649;Gualanday;Nuevo 3;4;76,1259409377778;0,0
650;Gualanday;Nuevo 3;5;226,033239688889;0,0
651;Gualanday;Nuevo 3;6;247,396351084445;0,0
652;Gualanday;Nuevo 3;7;199,8816074044446;0,0
653;Gualanday;Nuevo 3;8;182,2558362044444;0,0
654;Gualanday;Nuevo 3;9;183,5719626044442;0,0
655;Gualanday;Nuevo 3;10;81,49453235111119;0,0
656;Gualanday;Nuevo 3;11;150,9462930888889;0,0
657;Gualanday;Nuevo 3;12;298,93187525333303;0,0
658;Gualanday;Nuevo 3;13;212,961151137778;0,0
659;Gualanday;Nuevo 3;14;82,8782571822222;0,0
660;Gualanday;Nuevo 3;15;271,996731991111;0,0
661;Gualanday;Nuevo 1;1;166,2540760933333;0,0
662;Gualanday;Nuevo 1;2;201,60432797333368;0,0
663;Gualanday;Nuevo 1;3;95,90561464;0,0
664;Gualanday;Nuevo 1;4;148,68579581777772;0,0
665;Gualanday;Nuevo 1;5;152,7771138000001;0,0
666;Gualanday;Nuevo 1;6;129,1102794133333;0,0
667;Gualanday;Nuevo 1;7;195,70398135111088;0,0
668;Gualanday;Nuevo 1;8;124,08161563555561;0,0
669;Gualanday;Nuevo 1;9;204,5478346311114;0,0
670;Gualanday;Nuevo 1;10;303,587708235555;0,0
671;Gualanday;Nuevo 1;11;207,1489046977776;0,0
672;Gualanday;Nuevo 1;12;277,01170404;0,0
673;Gualanday;Nuevo 1;13;101,6524131822222;0,0
674;Gualanday;Nuevo 1;14;62,5565773955555;0,0
675;Gualanday;Nuevo 1;15;63,1416658311111;0,0
676;Caoba;Cafeteria;1;515,33703384;1,4874999999999998
677;Caoba;Cafeteria;2;127,395587502222;4,5042
678;Caoba;Cafeteria;3;309,248485444445;3,0337
679;Caoba;Cafeteria;4;214,7430113733333;1,9193000000000002
680;Caoba;Cafeteria;5;243,8112686488887;2,6933
681;Caoba;Cafeteria;6;387,497791311111;4,6014
682;Caoba;Cafeteria;7;487,959597555555;4,27
683;Caoba;Cafeteria;8;266,816527297778;2,1849
684;Caoba;Cafeteria;9;432,074404666666;3,7180999999999997
685;Caoba;Cafeteria;10;496,17621194666697;5,1705
686;Caoba;Cafeteria;11;538,140715831111;5,4125
687;Caoba;Cafeteria;12;606,788033733333;5,5718
688;Caoba;Cafeteria;13;433,794759648889;4,1232
689;Caoba;Cafeteria;14;524,38733832;5,339099999999999
690;Caoba;Cafeteria;15;457,142598257778;3,9394
691;Falso Laurel;1;1;18,3544435777778;0,30279999999999996
692;Falso Laurel;1;2;15,1772456311111;0,19589999999999996
693;Falso Laurel;1;3;16,17867732;0,17400000000000004
694;Falso Laurel;1;4;11,6339552266667;0,11840000000000006
695;Falso Laurel;1;5;9,90506979555556;0,09010000000000007
696;Falso Laurel;1;6;16,0376023333333;0,19540000000000002
697;Falso Laurel;1;7;14,0433410888889;0,17559999999999998
698;Falso Laurel;1;8;16,3950926577778;0,14800000000000002
699;Falso Laurel;1;9;13,1069271911111;0,13740000000000008
700;Falso Laurel;1;10;12,8076446355556;0,13739999999999997
701;Falso Laurel;1;11;10,5280076177778;0,0988
702;Falso Laurel;1;12;14,3706522622222;0,12860000000000005
703;Falso Laurel;1;13;10,6115199955556;0,12090000000000001
704;Falso Laurel;1;14;9,53073362666667;0,059700000000000086
705;Falso Laurel;1;15;11,8667146177778;0,14970000000000006
706;Guayacan amarillo;1;1;402,075826671112;1,9278
707;Guayacan amarillo;1;2;344,078881733334;2,8586
708;Guayacan amarillo;1;3;235,902969053334;1,6638
709;Guayacan amarillo;1;4;209,0347790622227;3,2586000000000004
710;Guayacan amarillo;1;5;423,294924017777;3,2465
711;Guayacan amarillo;1;6;345,46188972000004;2,2936
712;Guayacan amarillo;1;7;344,77221368;2,871
713;Guayacan amarillo;1;8;324,664942066666;2,7445999999999997
714;Guayacan amarillo;1;9;406,969652008889;2,8844
715;Guayacan amarillo;1;10;245,14990396444398;1,6345
716;Guayacan amarillo;1;11;237,315797768889;1,6181
717;Guayacan amarillo;1;12;365,909877497778;2,2348
718;Guayacan amarillo;1;13;86,7080703111111;0,4768999999999999
719;Guayacan amarillo;1;14;271,3280594933336;2,2497999999999996
720;Guayacan amarillo;1;15;84,5558882355555;0,6675
721;Majagua;1;1;172,507611973333;0,8461000000000001
722;Majagua;1;2;136,898077457778;1,9615
723;Majagua;1;3;180,208098364444;1,1832999999999998
724;Majagua;1;4;213,85054004;1,4566000000000001
725;Majagua;1;5;95,3165118755556;0,7373000000000001
726;Majagua;1;6;263,040334133333;1,5275999999999998
727;Majagua;1;7;235,62339972;1,2430999999999999
728;Majagua;1;8;225,486215693333;1,5325999999999997
729;Majagua;1;9;228,333020035556;2,1371
730;Majagua;1;10;282,529542466667;2,2481999999999998
731;Majagua;1;11;193,190724728889;1,3584
732;Majagua;1;12;122,567281746667;0,8328
733;Majagua;1;13;208,771410413333;1,3964
734;Majagua;1;14;376,277527013333;3,4504
735;Majagua;1;15;295,263495493333;2,4322999999999997
736;Terminalia;1;1;24,5990905866667;0,18090000000000006
737;Terminalia;1;2;44,3185493555556;0,3700999999999999
738;Terminalia;1;3;29,0208021733333;0,21820000000000006
739;Terminalia;1;4;40,4027148933333;0,32510000000000006
740;Terminalia;1;5;44,7247851022222;0,2159000000000001
741;Terminalia;1;6;24,6534273955556;0,18509999999999993
742;Terminalia;1;7;40,4983419422222;0,29190000000000005
743;Terminalia;1;8;44,6893013022222;0,38070000000000004
744;Terminalia;1;9;26,6566491955556;0,4201999999999999
745;Terminalia;1;10;41,6629991111111;0,3277
746;Terminalia;1;11;45,8900874311111;0,38040000000000007
747;Terminalia;1;12;40,9943266133333;0,29979999999999996
748;Terminalia;1;13;20,0517878533333;0,15779999999999994
749;Terminalia;1;14;31,7782876977778;0,2871
750;Terminalia;1;15;30,8316946088889;0,24790000000000012
751;Falso pimiento;1;1;126,348564506667;0,8923500000000002
752;Falso pimiento;1;2;70,5905398222222;0,9581
753;Falso pimiento;1;3;119,756391311111;0,7026999999999999
754;Falso pimiento;1;4;142,848603191111;0,8046
755;Falso pimiento;1;5;135,612130208889;0,7769999999999999
756;Falso pimiento;1;6;119,278112697778;0,7380999999999998
757;Falso pimiento;1;7;26,8904121688889;0,17819999999999991
758;Falso pimiento;1;8;109,315336924444;0,8904000000000001
759;Falso pimiento;1;9;102,897643666667;0,855
760;Falso pimiento;1;10;134,266899924444;0,7613000000000001
761;Falso pimiento;1;11;134,872275057778;0,9678999999999998
762;Falso pimiento;1;12;104,391189066667;1,2951000000000001
763;Falso pimiento;1;13;73,7826481333333;0,4912000000000001
764;Falso pimiento;1;14;121,230438542222;0,8943000000000001
765;Falso pimiento;1;15;67,5838074844445;0,9048
766;Jabuticaba;1;1;4,15031428;0,0242
767;Jabuticaba;1;2;5,24393216444445;0,02629999999999999
768;Jabuticaba;1;3;3,93382725777778;0,025700000000000056
769;Jabuticaba;1;4;5,58049063111111;0,02760000000000007
770;Jabuticaba;1;5;5,87776602222222;0,02210000000000001
771;Jabuticaba;1;6;5,21576017777778;0,030000000000000027
772;Jabuticaba;1;7;5,43884216888889;0,03290000000000015
773;Jabuticaba;1;8;5,69726459111111;0,03380000000000005
774;Jabuticaba;1;9;5,75432540888889;0,019200000000000106
775;Jabuticaba;1;10;6,68500455111111;0,03610000000000002
776;Jabuticaba;1;11;3,92594196888889;0,031100000000000128
777;Jabuticaba;1;12;5,22457736444444;0,0
778;Jabuticaba;1;13;4,26938214222222;0,03370000000000006
779;Jabuticaba;1;14;5,49468435111111;0,029199999999999893
780;Jabuticaba;1;15;5,36364518666667;0,03330000000000011
781;Cerezo;1;1;8,22693695111111;0,03730000000000011
782;Cerezo;1;2;8,26191896;0,0605
783;Cerezo;1;3;8,54478577777778;0,05590000000000006
784;Cerezo;1;4;8,97661287111111;0,04960000000000009
785;Cerezo;1;5;7,24292458222222;0,04880000000000018
786;Cerezo;1;6;8,12277945333334;0,0411999999999999
787;Cerezo;1;7;8,11044972888889;0,04279999999999995
788;Cerezo;1;8;7,15045164888889;0,04679999999999995
789;Cerezo;1;9;6,09812400444445;0,036799999999999944
790;Cerezo;1;10;9,10277749333334;0,04420000000000002
791;Cerezo;1;11;7,37912502666667;0,03590000000000004
792;Cerezo;1;12;8,81295728444445;0,04410000000000003
793;Cerezo;1;13;9,26922877333333;0,04740000000000011
794;Cerezo;1;14;6,19009514666667;0,04339999999999988
795;Cerezo;1;15;6,26493370666667;0,038000000000000034
796;Carambolo;1;1;131,735292084444;0,9613
797;Carambolo;1;2;134,884963204444;1,0485
798;Carambolo;1;3;115,072099604444;1,1387
799;Carambolo;1;4;108,402220471111;0,8235000000000001
800;Carambolo;1;5;76,5138971511111;0,6635
801;Carambolo;1;6;93,5878414977778;0,8138000000000001
802;Carambolo;1;7;67,8528392044445;0,2217
803;Carambolo;1;8;49,6849185511111;0,16369999999999996
804;Carambolo;1;9;132,950630155556;0,794
805;Carambolo;1;10;37,8250139555556;0,15039999999999987
806;Carambolo;1;11;58,93343052;0,33729999999999993
807;Carambolo;1;12;68,3529098888889;0,34350000000000014
808;Carambolo;1;13;64,6283295244445;0,43789999999999996
809;Carambolo;1;14;113,090884928889;0,7827000000000002
810;Carambolo;1;15;29,0833826933333;0,18099999999999983
811;Acasia;1;1;156,128648315556;1,0587
812;Acasia;1;2;151,427367395556;0,8904000000000001
813;Acasia;1;3;154,719188768889;0,9181999999999999
814;Acasia;1;4;149,321493471111;0,9358000000000002
815;Acasia;1;5;91,8292787066667;0,6244000000000001
816;Acasia;1;6;98,0803056311111;0,792
817;Acasia;1;7;97,5253963466667;0,8351999999999999
818;Acasia;1;8;90,10433592;0,7107000000000001
819;Acasia;1;9;106,725449631111;0,8278000000000001
820;Acasia;1;10;99,0334936888889;0,7473000000000001
821;Acasia;1;11;120,826281644444;0,6546000000000001
822;Acasia;1;12;106,417995048889;0,7732999999999999
823;Acasia;1;13;166,410993342222;1,0165
824;Acasia;1;14;110,431105302222;0,5914999999999999
825;Acasia;1;15;102,90689096;0,6043000000000001
826;Totumo;1;1;96,0907038755556;0,8499000000000001
827;Totumo;1;2;96,0865461777778;0,7599999999999998
828;Totumo;1;3;58,5557251822222;0,3174999999999999
829;Totumo;1;4;73,2612154844445;0,5344
830;Totumo;1;5;52,8492132977778;0,31000000000000005
831;Totumo;1;6;62,9543543777778;0,33119999999999994
832;Totumo;1;7;104,210185844444;0,7013999999999998
833;Totumo;1;8;44,0094460311111;0,1673
834;Totumo;1;9;35,7584947911111;0,20130000000000003
835;Totumo;1;10;95,4775151377778;0,498
836;Totumo;1;11;93,5342215333333;0,8397999999999999
837;Totumo;1;12;63,25084124;0,5489999999999999
838;Totumo;1;13;49,6372483955556;0,32889999999999997
839;Totumo;1;14;72,8709653688889;0,5758000000000001
840;Totumo;1;15;49,1892923022222;0,21409999999999996
841;Azuceno;1;1;25,3807377688889;0,1201000000000001
842;Azuceno;1;2;37,7828635022222;0,22009999999999996
843;Azuceno;1;3;28,9563578577778;0,16300000000000003
844;Azuceno;1;4;28,0015210577778;0,1491
845;Azuceno;1;5;24,6059006088889;0,13069999999999982
846;Azuceno;1;6;42,5064382844445;0,24619999999999997
847;Azuceno;1;7;39,20508288;0,22739999999999982
848;Azuceno;1;8;36,8819334044444;0,20450000000000013
849;Azuceno;1;9;33,0342708488889;0,17449999999999988
850;Azuceno;1;10;30,3739894311111;0,15029999999999988
851;Azuceno;1;11;32,7370671422222;0,17609999999999992
852;Azuceno;1;12;27,3451782844444;0,13470000000000004
853;Azuceno;1;13;31,7137716977778;0,28300000000000014
854;Azuceno;1;14;52,4484255688889;0,1581999999999999
855;Azuceno;1;15;32,3145590266667;0,2715000000000001
856;Pero de agua;1;1;190,616536328889;2,1167
857;Pero de agua;1;2;189,189800831111;2,4971
858;Pero de agua;1;3;206,663816062222;3,2081000000000004
859;Pero de agua;1;4;196,1221884;1,3233
860;Pero de agua;1;5;169,384607466667;1,1598
861;Pero de agua;1;6;215,687453928889;1,6698
862;Pero de agua;1;7;203,288267257778;1,8321
863;Pero de agua;1;8;157,92097448;1,2606
864;Pero de agua;1;9;184,543215142222;1,5340999999999998
865;Pero de agua;1;10;187,065575688889;1,6326
866;Pero de agua;1;11;137,987681013333;1,2114999999999998
867;Pero de agua;1;12;181,714977071111;1,5371000000000001
868;Pero de agua;1;13;114,112531631111;1,1947999999999999
869;Pero de agua;1;14;146,434259102222;1,5240999999999998
870;Pero de agua;1;15;139,178144582222;1,2893000000000001
871;Churibio;1;1;32,4965658311111;0,3647999999999998
872;Churibio;1;2;24,6558646666667;0,2489999999999999
873;Churibio;1;3;27,3043181511111;0,2855000000000001
874;Churibio;1;4;29,9357824222222;0,2876000000000001
875;Churibio;1;5;27,8117006488889;0,2865
876;Churibio;1;6;29,83348872;0,2761999999999998
877;Churibio;1;7;31,5388616533333;0,3061999999999998
878;Churibio;1;8;34,2169924977778;0,3460000000000003
879;Churibio;1;9;24,9421006533333;0,2235999999999998
880;Churibio;1;10;28,35542716;0,26849999999999996
881;Churibio;1;11;40,0655112666667;0,4062000000000001
882;Churibio;1;12;27,0140678355556;0,28990000000000005
883;Churibio;1;13;45,36313508;0,4600000000000002
884;Churibio;1;14;23,2233227288889;0,20069999999999988
885;Churibio;1;15;28,39478192;0,2950999999999999
886;Muli;1;1;13,0227696533333;0,10530000000000017
887;Muli;1;2;15,8759539111111;0,12339999999999995
888;Muli;1;3;11,42320296;0,09119999999999995
889;Muli;1;4;8,66084289333333;0,06640000000000001
890;Muli;1;5;15,3064926844444;0,10970000000000013
891;Muli;1;6;14,1233409288889;0,09570000000000012
892;Muli;1;7;11,5976828977778;0,11299999999999999
893;Muli;1;8;9,78829583555556;0,0838000000000001
894;Muli;1;9;10,00385096;0,0728000000000002
895;Muli;1;10;11,1247089333333;0,13480000000000003
896;Muli;1;11;10,3163234533333;0,09370000000000012
897;Muli;1;12;17,0115071955556;0,16500000000000004
898;Muli;1;13;11,07868752;0,05950000000000011
899;Muli;1;14;9,55374433333333;0,06020000000000003
900;Muli;1;15;14,0827675333333;0,11450000000000005
901;Carbonero;1;1;20,0034008533333;0,19009999999999994
902;Carbonero;1;2;34,85218836;0,4214
903;Carbonero;1;3;19,0289942;0,14579999999999993
904;Carbonero;1;4;28,5557851822222;0,2692999999999999
905;Carbonero;1;5;20,44576556;0,24760000000000004
906;Carbonero;1;6;19,6499248577778;0,27649999999999997
907;Carbonero;1;7;28,0327037911111;0,3032999999999999
908;Carbonero;1;8;9,55517802222222;0,11830000000000007
909;Carbonero;1;9;19,5689214355556;0,20359999999999978
910;Carbonero;1;10;11,5123067244444;0,11380000000000012
911;Carbonero;1;11;8,92994629777778;0,12670000000000003
912;Carbonero;1;12;6,65776446222222;0,07820000000000005
913;Carbonero;1;13;33,9982115733333;0,2168000000000001
914;Carbonero;1;14;13,08900608;0,24659999999999993
915;Carbonero;1;15;18,4303574044444;0,23239999999999994
916;Franyipan;1;1;195,649071066667;1,5643999999999998
917;Franyipan;1;2;193,797246813333;1,6517
918;Franyipan;1;3;164,601893017778;1,5956
919;Franyipan;1;4;93,0984517955556;0,7161
920;Franyipan;1;5;65,8976459822222;0,5362
921;Franyipan;1;6;104,769754617778;0,9265999999999999
922;Franyipan;1;7;125,863260817778;1,1406
923;Franyipan;1;8;62,1036033911111;0,5774999999999999
924;Franyipan;1;9;95,0950786266667;0,9260999999999999
925;Franyipan;1;10;83,1492960666667;0,8433999999999999
926;Franyipan;1;11;119,0900844;1,1319000000000001
927;Franyipan;1;12;84,2405483644444;0,8781999999999999
928;Franyipan;1;13;102,172770564444;1,0241
929;Franyipan;1;14;44,1043562355556;0,4120999999999999
930;Franyipan;1;15;67,1364248666667;0,6905999999999999
931;Abarco;1;1;11,5865718088889;0,10139999999999993
932;Abarco;1;2;13,51545684;0,09820000000000007
933;Abarco;1;3;12,6184693866667;0,06309999999999993
934;Abarco;1;4;13,3177511422222;0,09060000000000001
935;Abarco;1;5;15,0492888977778;0,10709999999999997
936;Abarco;1;6;14,2112260577778;0,0807
937;Abarco;1;7;12,01481468;0,08279999999999998
938;Abarco;1;8;15,7566709955556;-0,09289999999999998
939;Abarco;1;9;10,0437791955556;0,05339999999999989
940;Abarco;1;10;15,5913666666667;0,10899999999999999
941;Abarco;1;11;12,2371798266667;0,07499999999999996
942;Abarco;1;12;16,6611853155556;0,13569999999999993
943;Abarco;1;13;10,9055695866667;0,06719999999999993
944;Abarco;1;14;12,0388289688889;0,08020000000000005
945;Abarco;1;15;9,88270424888889;0,05950000000000011
946;Varasanta;1;1;269,628564684444;3,4345999999999997
947;Varasanta;1;2;271,05042564;3,4574
948;Varasanta;1;3;237,19020662222198;3,1886
949;Varasanta;1;4;224,446576195555;2,7247999999999997
950;Varasanta;1;5;219,11153310222198;2,6839999999999993
951;Varasanta;1;6;236,32476032444401;2,9522
952;Varasanta;1;7;234,16849223555602;3,0516
953;Varasanta;1;8;283,346028288889;-3,6839000000000004
954;Varasanta;1;9;145,5564830800001;2,0472
955;Varasanta;1;10;249,62595235999999;3,3959
956;Varasanta;1;11;241,753136564444;2,952
957;Varasanta;1;12;226,862557026666;2,8309999999999995
958;Varasanta;1;13;370,773595368889;4,9282
959;Varasanta;1;14;277,918225524445;3,3827
960;Leucaena;1;1;86,1877846133333;0,6204000000000001
961;Leucaena;1;2;89,0777429911111;0,6166000000000003
962;Leucaena;1;3;65,6500479111111;0,40369999999999995
963;Leucaena;1;4;97,2792319644445;0,7565999999999997
964;Leucaena;1;5;107,941791284444;0,8513999999999999
965;Leucaena;1;6;64,2790829111111;0,4458
966;Leucaena;1;7;43,6832818088889;0,31820000000000004
967;Leucaena;1;8;55,1101406755556;0,34309999999999996
968;Leucaena;1;9;65,0040993822222;0,41579999999999995
969;Leucaena;1;10;47,1175401733333;0,365
970;Guayacan Manizaleño;1;1;30,2278965333333;0,3180999999999998
971;Guayacan Manizaleño;1;2;30,9396513822222;0,29689999999999994
972;Guayacan Manizaleño;1;3;27,1765047866667;0,23760000000000003
973;Guayacan Manizaleño;1;4;29,6921269955556;0,3327
974;Guayacan Manizaleño;1;5;26,84123664;0,2922000000000001
975;Guayacan Manizaleño;1;6;20,1864829244444;0,18920000000000003
976;Guayacan Manizaleño;1;7;22,9901332311111;0,24359999999999993
977;Guayacan Manizaleño;1;8;24,8495560355556;0,24659999999999993
978;Guayacan Manizaleño;1;9;27,4183681022222;0,2742
979;Guayacan Manizaleño;1;10;20,6426110444444;0,16439999999999988
980;Guayacan Manizaleño;1;11;34,0606487244444;0,31169999999999987
981;Guayacan Manizaleño;1;12;27,49929984;0,2533000000000001
982;Guayacan Manizaleño;1;13;19,1194599688889;0,1524000000000001
983;Guayacan Manizaleño;1;14;21,12640936;0,21879999999999988
984;Guayacan Manizaleño;1;15;27,3491209288889;0,2954999999999999
985;Ciruelo;1;1;96,90174168;0,8143000000000002
986;Ciruelo;1;2;156,363414871111;0,5050999999999999
987;Ciruelo;1;3;164,435370053333;0,9211
988;Ciruelo;1;4;81,6148188488889;0,43669999999999987
989;Ciruelo;1;5;48,3638459244444;0,29089999999999994
990;Ciruelo;1;6;88,9570263866667;0,4124000000000001
991;Ciruelo;1;7;77,6229988755556;0,3813
992;Ciruelo;1;8;62,78568088;0,3005
993;Ciruelo;1;9;51,8462045511111;0,2450000000000001
994;Ciruelo;1;10;161,794873542222;0,9945999999999999
995;Ciruelo;1;11;45,4522388444445;0,21720000000000006
996;Ciruelo;1;12;47,9227715377778;0,35030000000000006
997;Ciruelo;1;13;148,177266368889;0,8149
998;Ciruelo;1;14;132,796150177778;0,7609999999999999
999;Ciruelo;1;15;29,1970025377778;0,2229
1000;Mamoncillo;1;1;252,24594712;2,5648
1001;Mamoncillo;1;2;172,468830688889;1,8519999999999999
1002;Mamoncillo;1;3;178,433621626667;2,0497000000000005
1003;Mamoncillo;1;4;221,756832471111;2,4522999999999997
1004;Mamoncillo;1;5;141,456849702222;1,7265999999999997
1005;Mamoncillo;1;6;204,958514813333;2,0633999999999997
1006;Mamoncillo;1;7;201,184328813333;2,6637999999999997
1007;Mamoncillo;1;8;111,634400386667;1,2518000000000002
1008;Mamoncillo;1;9;151,540270395556;1,7693
1009;Mamoncillo;1;10;170,270268777778;2,0156
1010;Mamoncillo;1;11;189,864924928889;2,5187999999999997
1011;Mamoncillo;1;12;106,357350008889;0,9627000000000001
1012;Mamoncillo;1;13;128,952286897778;1,2402000000000002
1013;Mamoncillo;1;14;212,590184137778;2,6956999999999995
1014;Mamoncillo;1;15;117,920982795556;1,6459
1015;Bucaro;1;1;208,404314373333;1,8355000000000001
1016;Bucaro;1;2;176,553123595556;2,0296000000000003
1017;Bucaro;1;3;233,120680711111;1,3381
1018;Bucaro;1;4;263,144204893333;1,8252999999999997
1019;Bucaro;1;5;201,736155666667;2,1616
1020;Bucaro;1;6;237,999237262222;1,9878
1021;Bucaro;1;7;163,500103106667;1,2489999999999999
1022;Bucaro;1;8;284,707029151111;2,5358
1023;Bucaro;1;9;257,894896395556;2,1323999999999996
1024;Bucaro;1;10;211,178574057778;1,8449000000000002
1025;Bucaro;1;11;272,155943142222;2,1432
1026;Bucaro;1;12;155,079904893333;1,5275999999999998
1027;Bucaro;1;13;175,744308008889;1,9866000000000001
1028;Bucaro;1;14;187,21962556;1,579
1029;Bucaro;1;15;112,240922471111;1,2714
1030;Almendro;1;1;492,96202482666604;3,7019
1031;Almendro;1;2;247,535562275555;0,0
1032;Almendro;1;3;156,5801169466666;1,2182
1033;Almendro;1;4;197,134659493333;1,958
1034;Almendro;1;5;209,1461766888888;1,5805000000000002
1035;Almendro;1;6;251,862005235556;2,0265999999999997
1036;Almendro;1;7;212,7298971200001;1,8864
1037;Almendro;1;8;243,25478230666698;2,1461
1038;Almendro;1;9;252,35906517333302;2,1515999999999997
1039;Almendro;1;10;366,09152587999995;3,2762000000000002
1040;Almendro;1;11;315,394781395556;1,8586
1041;Almendro;1;12;128,4066249066667;0,9897
1042;Almendro;1;13;231,10957362222177;2,1254
1043;Almendro;1;14;334,67481452000004;2,9915000000000003
1044;Almendro;1;15;401,931024093333;3,4086999999999996
1045;Caracoli;1;1;328,331171293333;4,1478
1046;Caracoli;1;2;201,5643280533335;2,4768
1047;Caracoli;1;3;148,09948874666668;1,8508000000000002
